Algorithm,Log Source,Log,Min Adaptive Window,Max Adaptive Window,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,P-Value,MRID,Epsilon,Window Size,SW Step Size
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_ROI,300.0,500.0,[349],[499],1.0,150.0,00:00:06,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_ROI,300.0,500.0,[],[499],,,00:00:04,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_cd,300.0,700.0,[],[499],,,00:00:00,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_IRO,400.0,700.0,[600],[499],1.0,101.0,00:00:00,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_cf,300.0,600.0,[339],[499],1.0,160.0,00:00:06,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_cf,300.0,600.0,[],[499],,,00:00:04,0.4,,,,
Martjushev ADWIN J,Ostovar,Atomic_Substitute_output_Substitute_5,100.0,400.0,"[799, 1920]","[999, 1999]",1.0,139.5,00:08:22,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_Substitute_output_Substitute_5,100.0,400.0,[],"[999, 1999]",,,00:05:57,0.4,,,,
Martjushev ADWIN J,Ostovar,Composite_IOR_output_IOR,100.0,600.0,"[529, 1840]","[999, 1999]",0.5,159.0,00:05:55,0.4,,,,
Martjushev ADWIN WC,Ostovar,Composite_IOR_output_IOR,100.0,600.0,[],"[999, 1999]",,,00:03:06,0.4,,,,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR,300.0,500.0,"[1148, 2044]","[999, 1999]",1.0,97.0,00:00:10,,,,,
Process Graph Metrics,Ostovar,Atomic_Frequency_output_Frequency_5,300.0,400.0,"[1011, 2161]","[999, 1999]",1.0,87.0,00:00:17,,,,,
Martjushev ADWIN J,Ostovar,Composite_ROI_output_ROI_5,400.0,700.0,"[839, 1990]","[999, 1999]",1.0,84.5,00:08:15,0.4,,,,
Martjushev ADWIN WC,Ostovar,Composite_ROI_output_ROI_5,400.0,700.0,[],"[999, 1999]",,,00:05:17,0.4,,,,
Process Graph Metrics,Ostovar,Composite_OIR_output_OIR_5,100.0,400.0,"[1020, 2171]","[999, 1999]",1.0,96.5,00:00:40,,,,,
Martjushev ADWIN J,Ostovar,Composite_OIR_output_OIR_2,100.0,500.0,"[904, 1945]","[999, 1999]",1.0,74.5,00:08:25,0.4,,,,
Martjushev ADWIN WC,Ostovar,Composite_OIR_output_OIR_2,100.0,500.0,[],"[999, 1999]",,,00:05:18,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_IRO,100.0,500.0,[389],[499],1.0,110.0,00:00:13,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_IRO,100.0,500.0,[],[499],,,00:00:07,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_re,300.0,500.0,[528],[499],1.0,29.0,00:00:02,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cf,400.0,400.0,[],[499],,,00:00:28,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_cb,400.0,600.0,[449],[499],1.0,50.0,00:00:06,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_cb,400.0,600.0,[],[499],,,00:00:03,0.4,,,,
Zheng DBSCAN,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,,,[1514.5327169274537],"[999, 1999]",,,00:00:08,,600.0,60.0,,
Zheng DBSCAN,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,,,[1514.5327169274537],"[999, 1999]",,,00:00:08,,600.0,120.0,,
Zheng DBSCAN,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,,,[1514.5327169274537],"[999, 1999]",,,00:00:08,,600.0,180.0,,
Zheng DBSCAN,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,,,[1514.5327169274537],"[999, 1999]",,,00:00:08,,600.0,240.0,,
Zheng DBSCAN,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,,,[1514.5327169274537],"[999, 1999]",,,00:00:08,,600.0,300.0,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_pl,400.0,400.0,[],[499],,,00:00:01,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_RIO,100.0,400.0,[],[499],,,00:00:01,,,,,
Martjushev ADWIN J,Ostovar,Nested_IRO_output_IRO_5,300.0,400.0,"[924, 1950]","[999, 1999]",1.0,62.0,00:13:04,0.4,,,,
Martjushev ADWIN WC,Ostovar,Nested_IRO_output_IRO_5,300.0,400.0,[],"[999, 1999]",,,00:06:49,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_pl,300.0,600.0,[],[499],,,00:00:10,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_pl,300.0,600.0,[],[499],,,00:00:05,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_cd,200.0,400.0,[],[499],,,00:00:07,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_cd,200.0,400.0,[],[499],,,00:00:02,0.4,,,,
Martjushev ADWIN J,Ostovar,Atomic_SerialMove_output_SerialMove_2,200.0,500.0,[],"[999, 1999]",,,00:09:15,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_SerialMove_output_SerialMove_2,200.0,500.0,[],"[999, 1999]",,,00:04:46,0.4,,,,
Martjushev ADWIN J,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,100.0,500.0,[],"[999, 1999]",,,00:08:23,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,100.0,500.0,[],"[999, 1999]",,,00:04:31,0.4,,,,
Process Graph Metrics,Ostovar,Composite_OIR_output_OIR,400.0,600.0,"[1061, 2063]","[999, 1999]",1.0,63.0,00:02:04,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_IRO,400.0,600.0,[600],[499],1.0,101.0,00:00:00,,,,,
Martjushev ADWIN J,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_5,100.0,500.0,[1999],"[999, 1999]",0.6666666666666666,0.0,00:06:54,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_5,100.0,500.0,[],"[999, 1999]",,,00:03:36,0.4,,,,
Martjushev ADWIN J,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_5,100.0,600.0,"[899, 1950]","[999, 1999]",1.0,74.5,00:08:38,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_5,100.0,600.0,[],"[999, 1999]",,,00:04:31,0.4,,,,
Maaradji Runs,Ostovar,Atomic_Substitute_output_Substitute_5,,,[],"[999, 1999]",,,00:06:03,,,,50.0,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_re,200.0,600.0,[522],[499],1.0,23.0,00:00:05,,,,,
Martjushev ADWIN J,Ostovar,Composite_ORI_output_ORI,400.0,400.0,"[769, 1890]","[999, 1999]",0.5,109.0,00:09:13,0.4,,,,
Martjushev ADWIN WC,Ostovar,Composite_ORI_output_ORI,400.0,400.0,[],"[999, 1999]",,,00:05:13,0.4,,,,
Process Graph Metrics,Ostovar,Composite_OIR_output_OIR,100.0,700.0,"[1070, 2068]","[999, 1999]",1.0,70.0,00:01:14,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_OIR,300.0,500.0,[543],[499],1.0,44.0,00:00:06,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_OIR,300.0,500.0,[543],[499],1.0,44.0,00:00:03,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_lp,100.0,700.0,[476],[499],1.0,23.0,00:00:02,,,,,
Process Graph Metrics,Ostovar,Atomic_Skip_output_Skip_2,200.0,400.0,[999],"[999, 1999]",0.6666666666666666,0.0,00:00:29,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_sw,200.0,600.0,[],[499],,,00:00:10,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_sw,200.0,600.0,[],[499],,,00:00:05,0.4,,,,
Bose J,Ostovar,Nested_ROI_output_ROI_2,,,"[958, 1936]","[999, 1999]",1.0,52.0,00:26:09,,,,500.0,2.0
Bose WC,Ostovar,Nested_ROI_output_ROI_2,,,[2040],"[999, 1999]",0.6666666666666666,41.0,00:27:29,,,,500.0,2.0
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_RIO,400.0,500.0,[600],[499],1.0,101.0,00:00:00,,,,,
Process Graph Metrics,Ostovar,Atomic_Swap_output_Swap,300.0,400.0,[],"[999, 1999]",,,00:00:09,,,,,
Process Graph Metrics,Ostovar,Composite_RIO_output_RIO_2,200.0,600.0,[1002],"[999, 1999]",0.6666666666666666,3.0,00:00:20,,,,,
Maaradji Runs,Ostovar,Atomic_Substitute_output_Substitute_5,,,[],"[999, 1999]",,,00:06:13,,,,150.0,
Maaradji Runs,Ceravolo,sudden_trace_noise10_1000_cp,,,[460],[499],1.0,39.0,00:00:08,,,,100.0,
Process Graph Metrics,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,300.0,500.0,"[1148, 2033]","[999, 1999]",1.0,91.5,00:00:10,,,,,
Process Graph Metrics,Ostovar,Atomic_Substitute_output_Substitute_2,100.0,500.0,"[993, 2137]","[999, 1999]",1.0,72.0,00:00:25,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_OIR,400.0,500.0,[600],[499],1.0,101.0,00:00:00,,,,,
Martjushev ADWIN J,Ostovar,Atomic_Skip_output_Skip,300.0,700.0,"[959, 2000]","[999, 1999]",1.0,20.5,00:06:24,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_Skip_output_Skip,300.0,700.0,[],"[999, 1999]",,,00:03:51,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_cp,400.0,500.0,[399],[499],1.0,100.0,00:00:08,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_cp,400.0,500.0,[],[499],,,00:00:04,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_cp,200.0,400.0,[349],[499],1.0,150.0,00:00:06,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_cp,200.0,400.0,[],[499],,,00:00:03,0.4,,,,
Process Graph Metrics,Ostovar,Atomic_Loop_output_Loop_5,200.0,600.0,"[1010, 2012]","[999, 1999]",1.0,12.0,00:00:24,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_RIO,300.0,400.0,[],[499],,,00:00:05,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_RIO,300.0,400.0,[],[499],,,00:00:03,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_rp,100.0,700.0,[574],[499],1.0,75.0,00:00:03,,,,,
Process Graph Metrics,Ostovar,Composite_ROI_output_ROI,400.0,700.0,"[1037, 2100]","[999, 1999]",1.0,69.5,00:00:46,,,,,
Martjushev ADWIN J,Ostovar,Atomic_SerialMove_output_SerialMove_2,200.0,700.0,[],"[999, 1999]",,,00:11:05,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_SerialMove_output_SerialMove_2,200.0,700.0,[],"[999, 1999]",,,00:07:50,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_IRO,200.0,400.0,[379],[499],1.0,120.0,00:00:09,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_IRO,200.0,400.0,[],[499],,,00:00:06,0.4,,,,
Martjushev ADWIN J,Ostovar,Composite_IRO_output_IRO,300.0,600.0,"[961, 1943]","[999, 1999]",1.0,47.0,00:07:30,0.4,,,,
Martjushev ADWIN WC,Ostovar,Composite_IRO_output_IRO,300.0,600.0,[],"[999, 1999]",,,00:03:17,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_cf,400.0,500.0,[599],[499],1.0,100.0,00:00:06,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_cf,400.0,500.0,[],[499],,,00:00:03,0.4,,,,
Earth Mover's Distance,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence,,,"[952, 1962, 2316, 2564]","[999, 1999]",0.6666666666666666,42.0,00:17:29,,,,200.0,2.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_cd,200.0,400.0,[],[499],,,00:00:07,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_cd,200.0,400.0,[],[499],,,00:00:05,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_lp,400.0,700.0,[399],[499],1.0,100.0,00:00:09,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_lp,400.0,700.0,[],[499],,,00:00:04,0.4,,,,
Martjushev ADWIN J,Ostovar,Atomic_Frequency_output_Frequency,100.0,700.0,"[499, 1540]","[999, 1999]",,,00:02:44,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_Frequency_output_Frequency,100.0,700.0,[],"[999, 1999]",,,00:01:45,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_sw,300.0,400.0,[],[499],,,00:00:06,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_sw,300.0,400.0,[],[499],,,00:00:03,0.4,,,,
Process Graph Metrics,Ostovar,Atomic_Frequency_output_Frequency,200.0,600.0,"[1018, 2086]","[999, 1999]",1.0,53.0,00:00:59,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_RIO,300.0,600.0,[648],[499],1.0,149.0,00:00:00,,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence,400.0,700.0,"[1036, 2099]","[999, 1999]",1.0,68.5,00:00:55,,,,,
Martjushev ADWIN J,Ostovar,Nested_ORI_output_ORI_2,100.0,700.0,"[944, 1860]","[999, 1999]",1.0,97.0,00:10:53,0.4,,,,
Martjushev ADWIN WC,Ostovar,Nested_ORI_output_ORI_2,100.0,700.0,[],"[999, 1999]",,,00:06:33,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_OIR,100.0,500.0,[491],[499],1.0,8.0,00:00:06,,,,,
Maaradji Runs,Ostovar,Atomic_Substitute_output_Substitute_5,,,[],"[999, 1999]",,,00:06:33,,,,200.0,
Process Graph Metrics,Ostovar,Atomic_SerialMove_output_SerialMove_5,100.0,500.0,[960],"[999, 1999]",0.6666666666666666,39.0,00:00:37,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_RIO,200.0,500.0,[638],[499],1.0,139.0,00:00:02,,,,,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR_2,400.0,500.0,[1080],"[999, 1999]",0.6666666666666666,81.0,00:01:09,,,,,
Earth Mover's Distance,Ostovar,Composite_RIO_output_RIO_2,,,"[950, 1944]","[999, 1999]",1.0,52.0,00:38:31,,,,400.0,2.0
Martjushev ADWIN J,Ostovar,Nested_IOR_output_IOR_5,100.0,700.0,"[974, 1925]","[999, 1999]",1.0,49.5,00:12:59,0.4,,,,
Martjushev ADWIN WC,Ostovar,Nested_IOR_output_IOR_5,100.0,700.0,[],"[999, 1999]",,,00:06:30,0.4,,,,
Maaradji Runs,Ceravolo,sudden_trace_noise0_1000_OIR,,,[444],[499],1.0,55.0,00:00:39,,,,100.0,
Martjushev ADWIN J,Ostovar,Atomic_Swap_output_Swap_5,400.0,700.0,[],"[999, 1999]",,,00:06:28,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_Swap_output_Swap_5,400.0,700.0,[],"[999, 1999]",,,00:03:33,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_cf,300.0,500.0,[747],[499],,,00:00:10,,,,,
Process Graph Metrics,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_2,100.0,400.0,[1020],"[999, 1999]",0.6666666666666666,21.0,00:00:50,,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence_5,200.0,400.0,[],"[999, 1999]",,,00:03:41,,,,,
Martjushev ADWIN J,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,100.0,500.0,[1941],"[999, 1999]",0.6666666666666666,58.0,00:07:07,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,100.0,500.0,[],"[999, 1999]",,,00:04:19,0.4,,,,
Process Graph Metrics,Ostovar,Composite_ROI_output_ROI,400.0,500.0,"[997, 2142]","[999, 1999]",1.0,72.5,00:00:18,,,,,
Process Graph Metrics,Ostovar,Atomic_SerialRemoval_output_SerialRemoval,200.0,600.0,"[1000, 2140]","[999, 1999]",1.0,71.0,00:00:13,,,,,
Process Graph Metrics,Ostovar,Nested_IOR_output_IOR,400.0,700.0,"[1043, 1907]","[999, 1999]",1.0,68.0,00:01:23,,,,,
Maaradji Runs,Ostovar,Atomic_Loop_output_Loop,,,[],"[999, 1999]",,,00:11:47,,,,250.0,
Bose J,Ostovar,Atomic_SerialMove_output_SerialMove_2,,,"[1458, 2230]","[999, 1999]",,,00:27:45,,,,600.0,2.0
Bose WC,Ostovar,Atomic_SerialMove_output_SerialMove_2,,,[],"[999, 1999]",,,00:32:22,,,,600.0,2.0
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_lp,400.0,500.0,[600],[499],1.0,101.0,00:00:00,,,,,
Martjushev ADWIN J,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_2,100.0,600.0,[],"[999, 1999]",,,00:05:56,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_2,100.0,600.0,[],"[999, 1999]",,,00:03:36,0.4,,,,
Earth Mover's Distance,Ceravolo,sudden_trace_noise0_1000_re,,,[],[499],,,00:00:00,,,,500.0,2.0
Zheng DBSCAN,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_5,,,[1506.6006006006005],"[999, 1999]",,,00:00:05,,400.0,40.0,,
Zheng DBSCAN,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_5,,,[1506.6006006006005],"[999, 1999]",,,00:00:05,,400.0,80.0,,
Zheng DBSCAN,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_5,,,[1506.6006006006005],"[999, 1999]",,,00:00:05,,400.0,120.0,,
Zheng DBSCAN,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_5,,,[1506.6006006006005],"[999, 1999]",,,00:00:05,,400.0,160.0,,
Zheng DBSCAN,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_5,,,[1506.6006006006005],"[999, 1999]",,,00:00:05,,400.0,200.0,,
Maaradji Runs,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,,,[],"[999, 1999]",,,00:06:36,,,,100.0,
Maaradji Runs,Ceravolo,sudden_trace_noise15_1000_lp,,,[446],[499],1.0,53.0,00:00:20,,,,200.0,
Process Graph Metrics,Ostovar,Atomic_SerialMove_output_SerialMove,100.0,700.0,[],"[999, 1999]",,,00:00:17,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_lp,100.0,500.0,[369],[499],1.0,130.0,00:00:09,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_lp,100.0,500.0,[],[499],,,00:00:06,0.4,,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_IOR,,,[449.5],[499],1.0,49.5,00:00:00,,400.0,40.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_IOR,,,[449.5],[499],1.0,49.5,00:00:00,,400.0,80.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_IOR,,,[449.5],[499],1.0,49.5,00:00:00,,400.0,120.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_IOR,,,[449.5],[499],1.0,49.5,00:00:00,,400.0,160.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_IOR,,,[449.5],[499],1.0,49.5,00:00:00,,400.0,200.0,,
Earth Mover's Distance,Ceravolo,sudden_trace_noise20_1000_RIO,,,[],[499],,,00:00:02,,,,100.0,2.0
Martjushev ADWIN J,Ostovar,Atomic_SerialMove_output_SerialMove,100.0,600.0,[],"[999, 1999]",,,00:07:31,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_SerialMove_output_SerialMove,100.0,600.0,[],"[999, 1999]",,,00:04:11,0.4,,,,
Martjushev ADWIN J,Bose,bose_log,200.0,700.0,"[1099, 2400, 3594, 4798]","[1199, 2399, 3599, 4799]",1.0,26.75,00:00:45,0.4,,,,
Martjushev ADWIN WC,Bose,bose_log,200.0,700.0,[],"[1199, 2399, 3599, 4799]",,,00:00:28,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_ROI,300.0,400.0,[473],[499],1.0,26.0,00:00:01,,,,,
Martjushev ADWIN J,Ostovar,Atomic_Loop_output_Loop_5,200.0,700.0,"[899, 2025]","[999, 1999]",1.0,63.0,00:06:32,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_Loop_output_Loop_5,200.0,700.0,[],"[999, 1999]",,,00:03:38,0.4,,,,
Maaradji Runs,Ceravolo,sudden_trace_noise20_1000_RIO,,,[452],[499],1.0,47.0,00:00:08,,,,100.0,
Earth Mover's Distance,Ceravolo,sudden_trace_noise15_1000_re,,,[446],[499],1.0,53.0,00:00:01,,,,200.0,2.0
Martjushev ADWIN J,Ostovar,Atomic_Skip_output_Skip,100.0,500.0,"[849, 1950]","[999, 1999]",1.0,99.5,00:06:16,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_Skip_output_Skip,100.0,500.0,[],"[999, 1999]",,,00:03:02,0.4,,,,
Process Graph Metrics,Ostovar,Nested_RIO_output_RIO,400.0,400.0,[1045],"[999, 1999]",0.6666666666666666,46.0,00:01:27,,,,,
Maaradji Runs,Ceravolo,sudden_trace_noise0_1000_cf,,,[414],[499],1.0,85.0,00:00:10,,,,150.0,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_lp,200.0,600.0,[475],[499],1.0,24.0,00:00:03,,,,,
Martjushev ADWIN J,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_2,400.0,700.0,"[974, 1720]","[999, 1999]",0.5,25.0,00:09:58,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_2,400.0,700.0,[],"[999, 1999]",,,00:07:03,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_rp,400.0,400.0,[600],[499],1.0,101.0,00:00:00,,,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_re,,,[447.5],[499],1.0,51.5,00:00:00,,400.0,40.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_re,,,[447.5],[499],1.0,51.5,00:00:00,,400.0,80.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_re,,,[447.5],[499],1.0,51.5,00:00:00,,400.0,120.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_re,,,[447.5],[499],1.0,51.5,00:00:00,,400.0,160.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_re,,,[447.5],[499],1.0,51.5,00:00:00,,400.0,200.0,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_pl,100.0,700.0,[],[499],,,00:00:00,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_OIR,100.0,600.0,[487],[499],1.0,12.0,00:00:02,,,,,
Martjushev ADWIN J,Ostovar,Atomic_Substitute_output_Substitute_2,300.0,400.0,"[789, 1900]","[999, 1999]",0.5,99.0,00:08:34,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_Substitute_output_Substitute_2,300.0,400.0,[],"[999, 1999]",,,00:06:09,0.4,,,,
Process Graph Metrics,Ostovar,Composite_ROI_output_ROI_5,400.0,600.0,"[989, 2044]","[999, 1999]",1.0,27.5,00:00:54,,,,,
Martjushev ADWIN J,Ostovar,Nested_ORI_output_ORI_2,400.0,400.0,"[959, 1920]","[999, 1999]",1.0,59.5,00:10:49,0.4,,,,
Martjushev ADWIN WC,Ostovar,Nested_ORI_output_ORI_2,400.0,400.0,[],"[999, 1999]",,,00:06:31,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_ROI,200.0,700.0,[359],[499],1.0,140.0,00:00:08,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_ROI,200.0,700.0,[],[499],,,00:00:05,0.4,,,,
Bose J,Ceravolo,sudden_trace_noise15_1000_OIR,,,[],[499],,,00:00:08,,,,500.0,2.0
Bose WC,Ceravolo,sudden_trace_noise15_1000_OIR,,,[],[499],,,00:00:04,,,,500.0,2.0
Martjushev ADWIN J,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_2,100.0,700.0,"[974, 1750]","[999, 1999]",0.5,25.0,00:09:14,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_2,100.0,700.0,[],"[999, 1999]",,,00:05:10,0.4,,,,
Process Graph Metrics,Ostovar,Nested_IRO_output_IRO_5,400.0,600.0,"[1007, 1967]","[999, 1999]",1.0,20.0,00:02:38,,,,,
Bose J,Ostovar,Atomic_Skip_output_Skip_2,,,"[944, 1948]","[999, 1999]",1.0,53.0,00:26:43,,,,600.0,2.0
Bose WC,Ostovar,Atomic_Skip_output_Skip_2,,,[],"[999, 1999]",,,00:28:15,,,,600.0,2.0
Martjushev ADWIN J,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval,400.0,500.0,"[869, 1930]","[999, 1999]",1.0,99.5,00:05:15,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval,400.0,500.0,[],"[999, 1999]",,,00:03:16,0.4,,,,
Earth Mover's Distance,Ceravolo,sudden_trace_noise5_1000_cd,,,[],[499],,,00:00:01,,,,100.0,2.0
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_pm,100.0,500.0,[],[499],,,00:00:01,,,,,
Maaradji Runs,Ceravolo,sudden_trace_noise20_1000_lp,,,[454],[499],1.0,45.0,00:00:15,,,,200.0,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_cb,100.0,700.0,[600],[499],1.0,101.0,00:00:04,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_pl,200.0,600.0,[],[499],,,00:00:01,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_pm,300.0,700.0,[678],[499],1.0,179.0,00:00:02,,,,,
Martjushev ADWIN J,Ostovar,Nested_RIO_output_RIO_2,300.0,700.0,"[899, 1875]","[999, 1999]",1.0,112.0,00:09:04,0.4,,,,
Martjushev ADWIN WC,Ostovar,Nested_RIO_output_RIO_2,300.0,700.0,[],"[999, 1999]",,,00:04:56,0.4,,,,
Martjushev ADWIN J,Ostovar,Atomic_Loop_output_Loop_5,100.0,700.0,"[884, 1975]","[999, 1999]",1.0,69.5,00:08:13,0.4,,,,
